1.3899999999999998e-30,7.766069546891465e-27,0.00017898371777476252,0.08
1.1000000000000001e-30,2.528977871443625e-27,0.00043495833333333337,0.0
4.5e-31,2.4552160168598526e-27,0.0001832832618025751,0.37
4.2499999999999995e-31,4.214963119072708e-27,0.00010083124999999999,nan
4.95e-31,4.794520547945206e-28,0.0010324285714285713,0.042
2e-31,1.2908324552160168e-26,1.549387755102041e-05,nan
5.5e-32,7.32349841938883e-27,7.510071942446044e-06,nan
1e-32,3.951527924130664e-27,2.5306666666666664e-06,nan
9.5e-32,2.107481559536354e-27,4.50775e-05,nan
4e-32,1.1037934668071655e-26,3.6238663484486874e-06,0.26
3e-31,6.585879873551106e-27,4.5552e-05,nan
6.1499999999999995e-31,3.7407797681770286e-27,0.00016440422535211264,0.432
5.15e-31,2.4236037934668074e-28,0.0021249347826086955,0.013
7.199999999999999e-31,1.0590094836670179e-27,0.0006798805970149253,0.073
5.45e-31,3.946259220231823e-27,0.00013810547396528704,0.3988
7.199999999999999e-31,6.90200210748156e-28,0.0010431755725190837,0.06
1.2e-30,2.792413066385669e-27,0.00042973584905660377,0.206
4.5e-31,7.112750263435195e-27,6.326666666666667e-05,nan
2.4999999999999998e-31,9.483667017913593e-29,0.0026361111111111108,0.1
5.699999999999999e-31,3.371970495258167e-27,0.00016904062499999996,0.2
2.45e-31,5.4794520547945205e-28,0.00044712500000000004,0.29
5.4e-31,5.590094836670179e-28,0.0009659943449575873,0.001
5.5000000000000005e-31,5.848261327713383e-28,0.0009404504504504504,0.26
4e-31,2.212855637513172e-27,0.00018076190476190476,0.21
8.35e-31,3.68809272918862e-29,0.02264042857142857,0.0
3.7e-31,4.794520547945206e-28,0.0007717142857142856,0.2
5.45e-31,8.956796628029504e-28,0.0006084764705882353,0.76
7.6e-31,8.429926238145417e-28,0.00090155,0.35
7.35e-31,3.108535300316122e-28,0.0023644576271186443,0.02
1.06e-30,5.152792413066385e-27,0.00020571370143149286,0.21
3.7e-31,2.6870389884088512e-27,0.00013769803921568626,0.54
1e-32,5.5321390937829294e-27,1.8076190476190477e-06,nan
1.75e-31,6.622233930453109e-27,2.642612777468374e-05,nan
4.5e-31,6.111696522655427e-27,7.362931034482759e-05,0.25
nan,8.956796628029505e-27,nan,nan
4.7499999999999995e-31,5.426765015806112e-28,0.0008752912621359222,0.0
4.45e-31,1.4488935721812435e-27,0.0003071309090909091,0.53
6.35e-31,1.2276080084299263e-27,0.0005172660944206008,0.0
5.4e-31,4.831401475237092e-28,0.0011176881134133043,0.07
5.45e-31,6.891464699683878e-28,0.0007908333333333333,0.0
5.649999999999999e-31,4.004214963119072e-27,0.00014110131578947368,0.0
5.5000000000000005e-31,2.818756585879874e-28,0.001951214953271028,0.33
5.2e-31,1.2802950474183352e-27,0.00040615637860082297,0.0
4.7499999999999995e-31,1.8282402528977874e-27,0.0002598126801152737,0.08
6.049999999999999e-31,5.848261327713383e-28,0.0010344954954954952,0.047
6.45e-31,1.19072708113804e-27,0.0005416858407079647,0.0
5.5000000000000005e-31,2.0021074815595364e-29,0.027471052631578948,0.077
5.699999999999999e-31,1.4752370916754478e-27,0.0003863785714285714,0.16
5.45e-31,1.4225500526870392e-28,0.0038311481481481473,0.0
5.45e-31,2.7397260273972603e-28,0.00198925,0.0
5.25e-31,5.47418335089568e-27,9.590471607314725e-05,0.065
5.05e-31,2.550052687038988e-28,0.001980351239669422,0.047
4.85e-31,4.478398314014752e-28,0.0010829764705882353,0.082
6.850000000000001e-31,1.1412012644889358e-26,6.002446906740536e-05,0.0
4.9e-31,1.5279241306638568e-27,0.00032069655172413793,0.007
6.25e-31,4.425711275026344e-28,0.0014122023809523807,0.02
5.799999999999999e-31,3.7934668071654373e-28,0.0015289444444444443,0.0
4.9999999999999995e-31,2.4604847207586937e-28,0.0020321199143468944,0.09
5.25e-31,1.559536354056902e-27,0.00033663851351351356,0.1
4.4e-31,1.1591148577449948e-28,0.003796,0.0
5.4e-31,7.903055848261328e-29,0.0068328,nan
3.5000000000000004e-32,1.5015806111696522e-26,2.3308771929824564e-06,0.345
1.65e-31,5.795574288724974e-27,2.8469999999999997e-05,nan
7.199999999999999e-31,2.302423603793467e-28,0.003127139588100686,0.078
1.4499999999999998e-31,1.8967334035827187e-30,0.07644722222222221,0.0
2.05e-31,6.90200210748156e-30,0.029701526717557245,nan
3.9e-31,4.320337197049526e-31,0.9027073170731708,nan
3.6499999999999997e-31,1.143308746048472e-30,0.31924884792626723,0.0
4e-31,1.8545837723919916e-30,0.2156818181818182,nan
4.65e-31,5.848261327713383e-30,0.07951081081081081,nan
1.1e-31,1.6701791359325607e-30,0.06586119873817034,nan
2.8000000000000003e-31,5.374077976817703e-30,0.05210196078431373,nan
2.05e-31,1.1064278187565858e-30,0.18528095238095238,nan
3.55e-31,1.3909378292939937e-30,0.25522348484848484,nan
3.3e-31,7.586933614330875e-30,0.04349583333333333,0.06
5.85e-31,4.475763962065332e-29,0.013070394349617421,0.0
4.149999999999999e-31,3.830347734457324e-30,0.10834525447042638,nan
5.55e-31,8.851422550052686e-30,0.06270178571428572,nan
4.55e-31,5.2687038988408856e-30,0.08635899999999999,nan
4.7499999999999995e-31,2.4183350895679665e-30,0.19641612200435726,nan
4.5e-31,6.849315068493151e-27,6.57e-05,0.0
